year	exporter	gdp	gdp_pc	population	minyear_trade	idc	minyear_gdp	maxyear_gdp	nonmiss	NGDP_RPCH	nr_exports	nr_imports	nr_net_exports	total_exports	total_imports	magic	pc_constant	pc_current	notpc_constant
2012	"AGO"	7.854e+10	3118.0203	25188292	1976	3	1980	2022	43	8.5419998	6.79e+10	2.75e+08	6.79e+10	71206167269	21962850185	3.74e-08	3.74e-08	3.97e-08	.9414392
2013	"AGO"	8.243e+10	3152.5159	26147002	1976	3	1980	2022	43	4.9549999	6.65e+10	1.05e+09	6.64e+10	69744647292	23545214384	3.59e-08	3.59e-08	3.82e-08	.9391089
2014	"AGO"	8.640e+10	3185.0098	27128336	1976	3	1980	2022	43	4.823	5.39e+10	2.28e+08	5.39e+10	55356282064	28124580854	3.55e-08	3.55e-08	3.69e-08	.9629441
2015	"AGO"	8.722e+10	3100.8306	28127720	1976	3	1980	2022	43	.94400001	3.04e+10	1.77e+08	3.03e+10	32321408771	18228583961	3.68e-08	3.68e-08	3.56e-08	1.033787
2016	"AGO"	8.497e+10	2914.4121	29154746	1976	3	1980	2022	43	-2.5799999	2.53e+10	8.17e+07	2.53e+10	26923076732	11330348369	3.46e-08	3.46e-08	3.43e-08	1.00797
2017	"AGO"	8.484e+10	2808.5986	30208628	1976	3	1980	2022	43	-.15000001	2.95e+10	1.08e+08	2.95e+10	31114338111	11995087631	3.20e-08	3.20e-08	3.31e-08	.966378
2018	"AGO"	8.373e+10	2677.2498	31273532	1976	3	1980	2022	43	-2	4.01e+10	8.05e+07	4.01e+10	41878050884	10647856865	3.02e-08	3.02e-08	3.20e-08	.9437811
2019	"AGO"	8.314e+10	2569.7017	32353588	1976	3	1980	2022	43	-.60000002	2.97e+10	5.99e+07	2.97e+10	31157023667	9398712421	2.95e-08	2.95e-08	3.09e-08	.9532663
2020	"AGO"	7.845e+10	2346.8459	33428486	1976	3	1980	2022	43	-3.9749999	1.88e+10	3.02e+07	1.88e+10	19195885709	7415760510	2.83e-08	2.83e-08	2.99e-08	.9461347
2021	"AGO"	7.939e+10	2300.9746	34503776	1976	3	1980	2022	43	.373						2.28e-08	2.28e-08	2.90e-08	.7860345
2022	"AGO"	8.181e+10	2298.7483	35588988	1976	3	1980	2022	43	2.381						2.07e-08	2.07e-08	2.81e-08	.7355649
1962	"AIA"				1981	4			0										6.003165
1963	"AIA"				1981	4			0										6.003165
1964	"AIA"				1981	4			0										5.984227
1965	"AIA"				1981	4			0										5.783536
1966	"AIA"				1981	4			0										5.696697
1967	"AIA"				1981	4			0										5.62908
1968	"AIA"				1981	4			0										5.482659
1969	"AIA"				1981	4			0										5.225895
1970	"AIA"				1981	4			0										5.113207
1971	"AIA"				1981	4			0										4.914508
1972	"AIA"				1981	4			0										4.615572
1973	"AIA"				1981	4			0										4.00211
1974	"AIA"				1981	4			0										3.310646
1975	"AIA"				1981	4			0										3.177554
1976	"AIA"				1981	4			0										3.0352
1977	"AIA"				1981	4			0										2.865559
1978	"AIA"				1981	4			0										2.609354
1979	"AIA"				1981	4			0										2.27458
1980	"AIA"				1981	4			0										2.022388
1981	"AIA"				1981	4			0										1.92004
1982	"AIA"				1981	4			0										1.887562
1983	"AIA"				1981	4			0										1.85435
1984	"AIA"				1981	4			0										1.83285
1985	"AIA"				1981	4			0										1.831081
1986	"AIA"				1981	4			0		1604899	2710.226	1604899	1648784	3408810				1.902708
1987	"AIA"				1981	4			0		0	0	0	214799	3527514				1.820537
1988	"AIA"				1981	4			0		0	33903.56	0	910317	40784131				1.740367
1989	"AIA"				1981	4			0		160226.2	308413.1	160226.2	10740163	104967471				1.678761
1990	"AIA"				1981	4			0		15644.21	696924.6	0	2712072	104958431				1.598147
1991	"AIA"				1981	4			0		784177	7581177	778233.2	8933415	119575509				1.636756
1992	"AIA"				1981	4			0		5356.542	726302.8	988.5464	10114769	145606218				1.613095
1993	"AIA"				1981	4			0		0	3.12e+07	0	8097838	127291387				1.599494
1994	"AIA"				1981	4			0		0	5.43e+07	0	2110955	145094076				1.556194
1995	"AIA"				1981	4			0		98969.5	5.01e+07	78259.63	4401342	96337344				1.509149
1996	"AIA"				1981	4			0		13245.67	238884.2	0	5746740	38058104				1.469404
1997	"AIA"				1981	4			0		479460.5	1884094	448724.2	5711636	43893565				1.496057
1998	"AIA"				1981	4			0		0	537148.8	0	4510199	39797410				1.544788
1999	"AIA"				1981	4			0		503406.6	1689045	490633.7	4454320	40797728				1.484351
2000	"AIA"				1981	4			0		0	1425034	0	4500989	58679974				1.392805
2001	"AIA"				1981	4			0		284274.2	714283.3	219588.5	6300330	41874471				1.480874
2002	"AIA"				1981	4			0		33231.37	1271355	31204.92	4785919	41210555				1.427389
2003	"AIA"				1981	4			0		15043.04	667548.4	13600.03	8180775	48984543				1.359857
2004	"AIA"				1981	4			0		407949.5	3276638	386034.3	8396332	57586743				1.262983
2005	"AIA"				1981	4			0		8182.409	1109123	0	11730972	98750970				1.163804
2006	"AIA"				1981	4			0		5575.026	2618617	0	16733452	105880527				1.145531
2007	"AIA"				1981	4			0		42615.3	3933008	0	14629270	176232100				1.06215
2008	"AIA"				1981	4			0		23937.7	3188732	0	17083380	175654669				1.110006
2009	"AIA"				1981	4			0		0	677047.9	0	13144208	120633470				1.065132
2010	"AIA"				1981	4			0		52296.88	1293862	52296.88	7781632	64329025				1
2011	"AIA"				1981	4			0		3666157	2109307	3647929	14461568	56180021				.9494494
2012	"AIA"				1981	4			0		143473.3	2129430	143473.3	9381928	53643342				.9414392
2013	"AIA"				1981	4			0		156707.3	1522272	156707.3	10727004	144731631				.9391089
2014	"AIA"				1981	4			0		139596.5	1062946	93064.75	16173119	95410626				.9629441
2015	"AIA"				1981	4			0		69318.81	1539437	52823.29	11223880	78010651				1.033787
2016	"AIA"				1981	4			0		47840.88	358679	43842.88	11190728	62637701				1.00797
2017	"AIA"				1981	4			0		25820.1	506625	25820.1	11683658	94125024				.966378
2018	"AIA"				1981	4			0		1561582	561573	1554322	13529336	140118497				.9437811
2019	"AIA"				1981	4			0		56829.57	437617	56829.57	38584969	179734178				.9532663
2020	"AIA"				1981	4			0		31721.42	961866.9	31721.42	26986351	148513529				.9461347
2021	"AIA"				1981	4			0										.7860345
2022	"AIA"				1981	4			0										.7355649
1962	"ALB"			1711319	1976	5	1980	2022	43		765296.4	5366.909	763016.3	2301677	8919704	3.51e-06	3.51e-06	5.84e-07	6.003165
1963	"ALB"			1762621	1976	5	1980	2022	43		1525230	10365.27	1521325	3618767	8035550	3.41e-06	3.41e-06	5.67e-07	6.003165
1964	"ALB"			1814135	1976	5	1980	2022	43		2142264	21514.15	2139426	5217953	16183152	3.30e-06	3.30e-06	5.51e-07	5.984227
1965	"ALB"			1864791	1976	5	1980	2022	43		2115510	147253.1	2095962	4789456	21320482	3.10e-06	3.10e-06	5.36e-07	5.783536
1966	"ALB"			1914573	1976	5	1980	2022	43		2325160	31903.99	2318426	6008273	21149296	2.98e-06	2.98e-06	5.22e-07	5.696697
1967	"ALB"			1965598	1976	5	1980	2022	43		2879031	78758.81	2844456	9443764	19048153	2.86e-06	2.86e-06	5.09e-07	5.62908
1968	"ALB"			2022272	1976	5	1980	2022	43		5191616	153342.7	5125707	12655876	21057676	2.71e-06	2.71e-06	4.94e-07	5.482659
1969	"ALB"			2081695	1976	5	1980	2022	43		5214886	135589.5	5101166	12288291	24924546	2.51e-06	2.51e-06	4.80e-07	5.225895
1970	"ALB"			2135479	1976	5	1980	2022	43		5746835	421259	5715054	14355426	28362663	2.39e-06	2.39e-06	4.68e-07	5.113207
1971	"ALB"			2187853	1976	5	1980	2022	43		1.15e+07	319386.8	1.14e+07	23921519	29397930	2.25e-06	2.25e-06	4.57e-07	4.914508
1972	"ALB"			2243126	1976	5	1980	2022	43		8169251	157305	8124623	23236520	34270453	2.06e-06	2.06e-06	4.46e-07	4.615572
1973	"ALB"			2296752	1976	5	1980	2022	43		1.36e+07	368975.3	1.36e+07	37768440	46930150	1.74e-06	1.74e-06	4.35e-07	4.00211
1974	"ALB"			2350124	1976	5	1980	2022	43		2.79e+07	838923.4	2.78e+07	69794243	84653609	1.41e-06	1.41e-06	4.26e-07	3.310646
1975	"ALB"			2404831	1976	5	1980	2022	43		3.85e+07	326114.7	3.84e+07	82493951	89411127	1.32e-06	1.32e-06	4.16e-07	3.177554
1976	"ALB"			2458526	1976	5	1980	2022	43		7322615	549674.1	7322615	8730885	14717421	1.23e-06	1.23e-06	4.07e-07	3.0352
1977	"ALB"			2513546	1976	5	1980	2022	43		2.34e+07	139447.4	2.33e+07	34278856	28891043	1.14e-06	1.14e-06	3.98e-07	2.865559
1978	"ALB"			2566266	1976	5	1980	2022	43		1.76e+07	1.08e+07	1.74e+07	49723180	71304437	1.02e-06	1.02e-06	3.90e-07	2.609354
1979	"ALB"			2617832	1976	5	1980	2022	43		6.17e+07	1.88e+07	6.00e+07	122026649	96355970	8.69e-07	8.69e-07	3.82e-07	2.27458
1980	"ALB"	4.651e+09	1740.5059	2671997	1976	5	1980	2022	43	2.684	4.72e+07	1.84e+07	4.48e+07	175678476	133382732	7.57e-07	7.57e-07	3.74e-07	2.022388
1981	"ALB"	4.918e+09	1804.0107	2726056	1976	5	1980	2022	43	5.6999998	2.42e+07	2.47e+07	2.40e+07	161380485	137794376	7.04e-07	7.04e-07	3.67e-07	1.92004
1982	"ALB"	5.063e+09	1818.3678	2784278	1976	5	1980	2022	43	2.9000001	3.73e+07	2.80e+07	3.68e+07	182537194	193518599	6.78e-07	6.78e-07	3.59e-07	1.887562
1983	"ALB"	5.119e+09	1799.8787	2843960	1976	5	1980	2022	43	1.1	4.79e+07	2.32e+07	4.74e+07	165080207	155488267	6.52e-07	6.52e-07	3.52e-07	1.85435
1984	"ALB"	5.055e+09	1740.3477	2904429	1976	5	1980	2022	43	2	4.25e+07	1.65e+07	4.25e+07	152282568	135525229	6.31e-07	6.31e-07	3.44e-07	1.83285
1985	"ALB"	5.145e+09	1735.2903	2964762	1976	5	1980	2022	43	-1.5	4.38e+07	1.84e+07	4.25e+07	129633133	143393640	6.18e-07	6.18e-07	3.37e-07	1.831081
1986	"ALB"	5.435e+09	1798.0151	3022635	1976	5	1980	2022	43	5.5999999	4.45e+07	1.03e+07	4.41e+07	173283504	128389182	6.29e-07	6.29e-07	3.31e-07	1.902708
1987	"ALB"	5.392e+09	1748.5787	3083605	1976	5	1980	2022	43	-.80000001	4.34e+07	1.15e+07	4.30e+07	169129578	155627274	5.90e-07	5.90e-07	3.24e-07	1.820537
1988	"ALB"	5.315e+09	1691.531	3142336	1976	5	1980	2022	43	-1.4	5.99e+07	1.52e+07	5.80e+07	223809076	213565520	5.54e-07	5.54e-07	3.18e-07	1.740367
1989	"ALB"	5.838e+09	1808.6461	3227943	1976	5	1980	2022	43	9.8000002	1.01e+08	1.12e+07	1.00e+08	265093996	275295376	5.20e-07	5.20e-07	3.10e-07	1.678761
1990	"ALB"	5.279e+09	1606.2965	3286542	1976	5	1980	2022	43	-10	6.61e+07	1.39e+07	6.46e+07	223119263	313617490	4.86e-07	4.86e-07	3.04e-07	1.598147
1991	"ALB"	3.801e+09	1163.4916	3266790	1976	5	1980	2022	43	-28	5.89e+07	2.87e+07	3.74e+07	149580572	343505169	5.01e-07	5.01e-07	3.06e-07	1.636756
1992	"ALB"	3.528e+09	1086.4387	3247039	1976	5	1980	2022	43	-7.1999998	1.21e+07	1.33e+07	1.12e+07	112292972	503359589	4.97e-07	4.97e-07	3.08e-07	1.613095
1993	"ALB"	3.865e+09	1197.5809	3227287	1976	5	1980	2022	43	9.6000004	8828080	4755146	8485735	124571589	596275152	4.96e-07	4.96e-07	3.10e-07	1.599494
1994	"ALB"	4.186e+09	1305.0011	3207536	1976	5	1980	2022	43	9.3999996	1.48e+07	6029153	1.40e+07	171468142	661482113	4.85e-07	4.85e-07	3.12e-07	1.556194
1995	"ALB"	4.743e+09	1488.0209	3187784	1976	5	1980	2022	43	8.8999996	2.05e+07	5102110	2.03e+07	233059516	850834725	4.73e-07	4.73e-07	3.14e-07	1.509149
1996	"ALB"	5.175e+09	1633.552	3168033	1976	5	1980	2022	43	9.1000004	3.08e+07	1.05e+07	2.83e+07	306523101	1181394848	4.64e-07	4.64e-07	3.16e-07	1.469404
1997	"ALB"	4.610e+09	1464.298	3148281	1976	5	1980	2022	43	-10.924	1.37e+07	1.29e+07	1.20e+07	249799198	740207198	4.75e-07	4.75e-07	3.18e-07	1.496057
1998	"ALB"	5.017e+09	1603.6477	3128530	1976	5	1980	2022	43	8.8290005	9601300	1.11e+07	8084682	274182679	786895088	4.94e-07	4.94e-07	3.20e-07	1.544788
1999	"ALB"	5.664e+09	1821.8732	3108778	1976	5	1980	2022	43	12.891	1.01e+07	2.85e+07	7585086	268743683	982089021	4.77e-07	4.77e-07	3.22e-07	1.484351
2000	"ALB"	6.057e+09	1960.8824	3089027	1976	5	1980	2022	43	6.9460001	8841560	1.50e+07	7273104	289167849	985435918	4.51e-07	4.51e-07	3.24e-07	1.392805
2001	"ALB"	6.560e+09	2143.5269	3060173	1976	5	1980	2022	43	8.2930002	5250370	1.72e+07	3330689	359237334	1272720626	4.84e-07	4.84e-07	3.27e-07	1.480874
2002	"ALB"	6.857e+09	2247.498	3051010	1976	5	1980	2022	43	4.5370002	6015761	1.74e+07	3376965	366965400	1383785785	4.68e-07	4.68e-07	3.28e-07	1.427389
2003	"ALB"	7.236e+09	2380.6445	3039616	1976	5	1980	2022	43	5.5289998	1.38e+07	2.57e+07	1.17e+07	479159281	1704360082	4.47e-07	4.47e-07	3.29e-07	1.359857
2004	"ALB"	7.635e+09	2522.4495	3026939	1976	5	1980	2022	43	5.5149999	1.73e+07	5.04e+07	1.27e+07	575528217	2098163510	4.17e-07	4.17e-07	3.30e-07	1.262983
2005	"ALB"	8.057e+09	2675.5085	3011487	1976	5	1980	2022	43	5.526	6.06e+07	7.97e+07	5.09e+07	660244602	2378207019	3.86e-07	3.86e-07	3.32e-07	1.163804
2006	"ALB"	8.533e+09	2851.3677	2992547	1976	5	1980	2022	43	5.9029999	6.49e+07	8.38e+07	5.41e+07	762334025	2684484904	3.83e-07	3.83e-07	3.34e-07	1.145531
2007	"ALB"	9.043e+09	3044.8967	2970017	1976	5	1980	2022	43	5.9829998	1.50e+08	9.93e+07	1.33e+08	1085322417	3569919320	3.58e-07	3.58e-07	3.37e-07	1.06215
2008	"ALB"	9.722e+09	3298.479	2947314	1976	5	1980	2022	43	7.5	2.27e+08	1.39e+08	2.13e+08	1319203645	4708784463	3.77e-07	3.77e-07	3.39e-07	1.110006
2009	"ALB"	1.005e+10	3432.1709	2927519	1976	5	1980	2022	43	3.3540001	1.47e+08	2.37e+08	6.30e+07	1124491299	4410453952	3.64e-07	3.64e-07	3.42e-07	1.065132
2010	"ALB"	1.042e+10	3577.1143	2913021	1976	5	1980	2022	43	3.707	3.72e+08	1.24e+08	3.37e+08	1623891376	4086902180	3.43e-07	3.43e-07	3.43e-07	1
2011	"ALB"	1.069e+10	3678.0476	2905195	1976	5	1980	2022	43	2.5450001	5.11e+08	1.69e+08	4.69e+08	2005677043	4678984906	3.27e-07	3.27e-07	3.44e-07	.9494494
2012	"ALB"	1.084e+10	3736.3401	2900401	1976	5	1980	2022	43	1.418	6.26e+08	1.34e+08	6.05e+08	2012377379	4545390897	3.25e-07	3.25e-07	3.45e-07	.9414392
2013	"ALB"	1.095e+10	3780.6992	2895092	1976	5	1980	2022	43	1.002	1.05e+09	1.22e+08	1.01e+09	2581052677	4503522168	3.24e-07	3.24e-07	3.45e-07	.9391089
2014	"ALB"	1.114e+10	3855.7607	2889104	1976	5	1980	2022	43	1.774	6.26e+08	8.42e+07	5.99e+08	2593359881	4782013578	3.33e-07	3.33e-07	3.46e-07	.9629441
2015	"ALB"	1.139e+10	3952.8035	2880703	1976	5	1980	2022	43	2.2190001	3.75e+08	7.04e+07	3.45e+08	2046319545	4186199869	3.59e-07	3.59e-07	3.47e-07	1.033787
2016	"ALB"	1.176e+10	4090.3728	2876101	1976	5	1980	2022	43	3.3150001	3.93e+08	5.64e+07	3.64e+08	2091479577	4464399535	3.50e-07	3.50e-07	3.48e-07	1.00797
2017	"ALB"	1.221e+10	4249.8198	2873457	1976	5	1980	2022	43	3.802	3.19e+08	7.09e+07	2.93e+08	2410130842	4960261222	3.36e-07	3.36e-07	3.48e-07	.966378
2018	"ALB"	1.270e+10	4431.5557	2866376	1976	5	1980	2022	43	4.0710001	3.34e+08	6.13e+07	3.07e+08	2859537706	5663224954	3.29e-07	3.29e-07	3.49e-07	.9437811
2019	"ALB"	1.297e+10	4543.3877	2854191	1976	5	1980	2022	43	2.24	3.18e+08	7.53e+07	2.88e+08	2844951877	5699763103	3.34e-07	3.34e-07	3.50e-07	.9532663
2020	"ALB"	1.254e+10	4418.6606	2837849	1976	5	1980	2022	43	-3.5	2.73e+08	8.76e+07	2.31e+08	2480931093	5344462892	3.33e-07	3.33e-07	3.52e-07	.9461347
2021	"ALB"	1.366e+10	4857.1118	2811666	1976	5	1980	2022	43	5						2.80e-07	2.80e-07	3.56e-07	.7860345
2022	"ALB"	1.432e+10	5158.5093	2775634	1976	5	1980	2022	43	4						2.65e-07	2.65e-07	3.60e-07	.7355649
1962	"AND"			11014	1976	6	1970	2022	53							.000545	.000545	.0000908	6.003165
1963	"AND"			11839	1976	6	1970	2022	53							.0005071	.0005071	.0000845	6.003165
1964	"AND"			12690	1976	6	1970	2022	53							.0004716	.0004716	.0000788	5.984227
1965	"AND"			13563	1976	6	1970	2022	53		0	0	0	105454	0	.0004264	.0004264	.0000737	5.783536
1966	"AND"			14546	1976	6	1970	2022	53							.0003916	.0003916	.0000687	5.696697
1967	"AND"			15745	1976	6	1970	2022	53							.0003575	.0003575	.0000635	5.62908
1968	"AND"			17079	1976	6	1970	2022	53							.000321	.000321	.0000586	5.482659
1969	"AND"			18449	1976	6	1970	2022	53							.0002833	.0002833	.0000542	5.225895
1970	"AND"	8.591e+08	43258.898	19860	1976	6	1970	2022	53		1408.577	376296.7	1408.577	1173957	41009314	.0002575	.0002575	.0000504	5.113207
1971	"AND"	8.991e+08	42166.133	21322	1976	6	1970	2022	53		706.4018	386007.7	373.0685	1767228	50464644	.0002305	.0002305	.0000469	4.914508
1972	"AND"	9.723e+08	42586.629	22832	1976	6	1970	2022	53		1564.791	566746.8	0	2270639	75970587	.0002022	.0002022	.0000438	4.615572
1973	"AND"	1.048e+09	42965.938	24393	1976	6	1970	2022	53		1609.77	846262.7	914.9944	3014690	120233013	.0001641	.0001641	.000041	4.00211
1974	"AND"	1.107e+09	42570.352	26003	1976	6	1970	2022	53		3312.317	1010892	1645.533	5158115	125603458	.0001273	.0001273	.0000385	3.310646
1975	"AND"	1.113e+09	40266.238	27640	1976	6	1970	2022	53		151639.3	1491776	28880.83	5669586	141020398	.000115	.000115	.0000362	3.177554
1976	"AND"	1.150e+09	39247.922	29294	1976	6	1970	2022	53							.0001036	.0001036	.0000341	3.0352
1977	"AND"	1.182e+09	38203.641	30949	1976	6	1970	2022	53		0	1604926	0	499671	145144476	.0000926	.0000926	.0000323	2.865559
1978	"AND"	1.200e+09	36828.836	32574	1976	6	1970	2022	53		172192.8	4495843	8611.449	6722009	244694213	.0000801	.0000801	.0000307	2.609354
1979	"AND"	1.200e+09	35152.043	34142	1976	6	1970	2022	53		823452.1	6447812	53425.77	12463456	406455710	.0000666	.0000666	.0000293	2.27458
1980	"AND"	1.227e+09	34446.359	35611	1976	6	1970	2022	53		2769887	4869548	1236642	20316779	459281256	.0000568	.0000568	.0000281	2.022388
1981	"AND"	1.225e+09	33120.945	36987	1976	6	1970	2022	53		217217.4	3976320	113346.5	12599936	382409071	.0000519	.0000519	.000027	1.92004
1982	"AND"	1.240e+09	32134.152	38598	1976	6	1970	2022	53		536702.7	2.86e+07	409412.8	39153480	363643928	.0000489	.0000489	.0000259	1.887562
1983	"AND"	1.262e+09	31219.555	40432	1976	6	1970	2022	53		139547.8	5823265	0	12639493	284358555	.0000459	.0000459	.0000247	1.85435
1984	"AND"	1.285e+09	30459.131	42181	1976	6	1970	2022	53		220006.6	3375378	1581.697	12056930	285491065	.0000435	.0000435	.0000237	1.83285
1985	"AND"	1.315e+09	30008.041	43809	1976	6	1970	2022	53		491756.8	3046955	0	15621692	327158400	.0000418	.0000418	.0000228	1.831081
1986	"AND"	1.357e+09	29764.088	45605	1976	6	1970	2022	53		667317.7	8980733	6649.255	21201981	461964177	.0000417	.0000417	.0000219	1.902708
1987	"AND"	1.433e+09	30076.359	47635	1976	6	1970	2022	53		872695.9	5396552	14046.66	24705720	639724019	.0000382	.0000382	.000021	1.820537
1988	"AND"	1.506e+09	30323.299	49654	1976	6	1970	2022	53		1616602	6788969	137921.7	35388866	799810008	.000035	.000035	.0000201	1.740367
1989	"AND"	1.578e+09	30565.125	51639	1976	6	1970	2022	53		1296439	6172473	168957.9	31133092	826252823	.0000325	.0000325	.0000194	1.678761
1990	"AND"	1.638e+09	30578.061	53569	1976	6	1970	2022	53		1513497	7632284	83323.38	40121655	1056515388	.0000298	.0000298	.0000187	1.598147
1991	"AND"	1.680e+09	30301.631	55434	1976	6	1970	2022	53		1243994	2.49e+07	73858.55	37349662	1159938948	.0000295	.0000295	.000018	1.636756
1992	"AND"	1.695e+09	29596.021	57283	1976	6	1970	2022	53		672661.3	4671879	0	29637671	1011747616	.0000282	.0000282	.0000175	1.613095
1993	"AND"	1.678e+09	28363.34	59156	1976	6	1970	2022	53		2216959	4265910	100230.2	28917919	882479586	.000027	.000027	.0000169	1.599494
1994	"AND"	1.718e+09	28144.375	61037	1976	6	1970	2022	53		2351573	5461059	423560.2	46316138	841601566	.0000255	.0000255	.0000164	1.556194
1995	"AND"	1.765e+09	28051.391	62928	1976	6	1970	2022	53		2085661	5200446	179297.9	45464676	1006752766	.000024	.000024	.0000159	1.509149
1996	"AND"	1.847e+09	28797.854	64147	1976	6	1970	2022	53		3639336	4878139	1996120	44335867	937343279	.0000229	.0000229	.0000156	1.469404
1997	"AND"	2.015e+09	31149.355	64682	1976	6	1970	2022	53		2249258	3131157	1067460	46996897	1005198655	.0000231	.0000231	.0000155	1.496057
1998	"AND"	2.079e+09	31895.98	65186	1976	6	1970	2022	53		1286078	8479003	0	49162543	971824041	.0000237	.0000237	.0000153	1.544788
1999	"AND"	2.164e+09	32966.238	65655	1976	6	1970	2022	53		2009002	5454619	83061.56	48040121	983605414	.0000226	.0000226	.0000152	1.484351
2000	"AND"	2.241e+09	33901.176	66097	1976	6	1970	2022	53		620342.8	6360716	220501.8	43068310	932443790	.0000211	.0000211	.0000151	1.392805
2001	"AND"	2.423e+09	35722.527	67820	1976	6	1970	2022	53		7548008	3935631	6408634	77506313	946989755	.0000218	.0000218	.0000147	1.480874
2002	"AND"	2.533e+09	35749.93	70849	1976	6	1970	2022	53		2797228	4863397	1389305	62484827	1171692847	.0000201	.0000201	.0000141	1.427389
2003	"AND"	2.753e+09	37250.297	73907	1976	6	1970	2022	53		3481655	9116352	1702641	86001332	1463108779	.0000184	.0000184	.0000135	1.359857
2004	"AND"	2.977e+09	38696.496	76933	1976	6	1970	2022	53		3178895	1.04e+07	148054.2	116116209	1695053654	.0000164	.0000164	.000013	1.262983
2005	"AND"	3.138e+09	39307.141	79826	1976	6	1970	2022	53		2134999	8626600	578070.9	161021468	1746632886	.0000146	.0000146	.0000125	1.163804
2006	"AND"	3.289e+09	40994.449	80221	1976	6	1970	2022	53		2589461	5621888	1544995	183604479	1747635413	.0000143	.0000143	.0000125	1.145531
2007	"AND"	3.340e+09	42724.566	78168	1976	6	1970	2022	53		2060829	5603736	1597532	160518815	1882472874	.0000136	.0000136	.0000128	1.06215
2008	"AND"	3.154e+09	41470.438	76055	1976	6	1970	2022	53		2536988	5256902	641314.4	170755734	1993864449	.0000146	.0000146	.0000131	1.110006
2009	"AND"	2.987e+09	40442.785	73852	1976	6	1970	2022	53		4479263	9.50e+07	415927.3	163254409	1723086813	.0000144	.0000144	.0000135	1.065132
2010	"AND"	2.928e+09	40937.273	71519	1976	6	1970	2022	53		1.82e+07	1.61e+08	1.59e+07	245264487	1786483955	.000014	.000014	.000014	1
2011	"AND"	2.928e+09	41486.199	70567	1976	6	1970	2022	53		2392184	5984992	1582038	189540160	1656306012	.0000135	.0000135	.0000142	.9494494
2012	"AND"	2.782e+09	39174.898	71013	1976	6	1970	2022	53		2.41e+07	6.99e+07	2.31e+07	256697440	1517116681	.0000133	.0000133	.0000141	.9414392
2013	"AND"	2.683e+09	37597.707	71367	1976	6	1970	2022	53		1.67e+07	8407646	1.33e+07	270077633	1464584623	.0000132	.0000132	.000014	.9391089
2014	"AND"	2.750e+09	38402.648	71621	1976	6	1970	2022	53		2.71e+07	1.57e+08	9817825	326314385	1656087620	.0000134	.0000134	.000014	.9629441
2015	"AND"	2.790e+09	38885.531	71746	1976	6	1970	2022	53		1.95e+07	1.36e+07	1.59e+07	70443148	1333377943	.0000144	.0000144	.0000139	1.033787
2016	"AND"	2.893e+09	39886.641	72540	1976	6	1970	2022	53		3.03e+07	2.92e+07	1.03e+07	101718055	1388396608	.0000139	.0000139	.0000138	1.00797
2017	"AND"	2.903e+09	39321.613	73837	1976	6	1970	2022	53		1.13e+07	2.98e+07	4527624	109209547	1488327635	.0000131	.0000131	.0000135	.966378
2018	"AND"	2.950e+09	39320.094	75013	1976	6	1970	2022	53		1.09e+07	1.08e+07	5540668	104378478	1586518329	.0000126	.0000126	.0000133	.9437811
2019	"AND"	3.009e+09	39413.789	76343	1976	6	1970	2022	53		740871.5	7603916	4952.43	109612703	1474826779	.0000125	.0000125	.0000131	.9532663
2020	"AND"	2.672e+09	34394.414	77700	1976	6	1970	2022	53		1.25e+07	6054072	9396682	92444335	1325800647	.0000122	.0000122	.0000129	.9461347
2021	"AND"	2.894e+09	36616.102	79034	1976	6	1970	2022	53							9.95e-06	9.95e-06	.0000127	.7860345
2022	"AND"	3.149e+09	39447.52	79824	1976	6	1970	2022	53							9.21e-06	9.21e-06	.0000125	.7355649
1962	"ANS"					7			0		6.28e+08	2.97e+08	5.16e+08	2722263284	4806917032				6.003165
1963	"ANS"					7			0		6.59e+08	3.33e+08	5.23e+08	3472439400	5483583370				6.003165
1964	"ANS"					7			0		4.99e+08	3.17e+08	4.47e+08	1959906109	4563328745				5.984227
1965	"ANS"					7			0		1.28e+08	2.85e+08	8.50e+07	1587452223	3476475515				5.783536
1966	"ANS"					7			0		1.26e+08	2.77e+08	7.73e+07	1249690454	4012000028				5.696697
1967	"ANS"					7			0		1.29e+08	2.54e+08	8.54e+07	1292085240	4037253834				5.62908
1968	"ANS"					7			0		1.25e+08	3.19e+08	7.47e+07	1161240169	4310885390				5.482659
1969	"ANS"					7			0		1.34e+08	6.80e+08	3.44e+07	1426984611	5058625801				5.225895
1970	"ANS"					7			0		1.07e+09	8.56e+08	8.56e+08	2683029161	6802405073				5.113207
